index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
15016,2,No,Arts,Auditory,JQ44CS,Male,Yes,62.0,10.0,13.0,16.0,18.0,94.0,22:30,6:30,private transport,white
15017,1,Yes,None,Visual,ZW1MOT,Female,Yes,71.0,14.0,5.0,16.0,7.0,97.0,23:00,7:00,walk,green
15018,2,No,None,Visual,HXA5R1,Male,Yes,81.0,13.0,4.0,16.0,6.0,93.0,23:00,7:00,walk,blue
15019,1,No,Arts,Visual,RSJW7L,Female,Yes,76.0,8.0,17.0,16.0,11.0,98.0,22:00,6:00,private transport,green
15020,2,Yes,Sports,Auditory,43Q63I,Male,Yes,58.0,14.0,2.0,15.0,18.0,97.0,23:00,7:00,walk,green
15021,1,No,Clubs,Auditory,1657YA,Female,Yes,64.0,15.0,12.0,16.0,15.0,95.0,21:00,5:00,public transport,red
15022,2,No,None,Auditory,LQRJ2B,Female,Yes,68.0,22.0,1.0,15.0,14.0,99.0,21:00,5:00,public transport,red
15023,0,No,Arts,Auditory,7TIIOB,Male,Yes,67.0,12.0,9.0,15.0,13.0,100.0,21:00,5:00,public transport,black
15024,1,Yes,None,Auditory,U2ROK4,Male,Yes,73.0,11.0,8.0,15.0,9.0,94.0,21:00,5:00,public transport,blue
15025,1,No,Clubs,Visual,CZXTNJ,Female,Yes,60.0,8.0,20.0,16.0,15.0,99.0,23:00,7:00,walk,red
15026,2,No,Arts,Auditory,J3V9AR,Male,Yes,72.0,11.0,8.0,16.0,19.0,97.0,22:30,6:30,private transport,yellow
15027,2,No,Sports,Auditory,3Y1JZP,Male,No,51.0,19.0,0.0,16.0,8.0,99.0,22:30,6:30,private transport,blue
15028,2,No,Arts,Auditory,4SSYIN,Female,Yes,73.0,1.0,22.0,15.0,18.0,92.0,23:00,7:00,walk,green
15029,1,Yes,Clubs,Auditory,1R38F1,Female,Yes,56.0,22.0,3.0,16.0,10.0,92.0,21:00,5:00,public transport,blue
15030,1,Yes,Arts,Visual,JPPOIL,Male,Yes,72.0,10.0,11.0,16.0,11.0,97.0,22:30,6:30,private transport,blue
15031,1,No,Sports,Auditory,SEQJRA,Female,Yes,69.0,12.0,16.0,15.0,18.0,99.0,21:30,5:30,public transport,white
15032,0,No,None,Visual,LHFTVI,Female,N,92.0,2.0,16.0,15.0,9.0,99.0,22:00,6:00,private transport,white
15033,1,No,Arts,Auditory,UMGUM6,Male,No,51.0,24.0,1.0,16.0,6.0,95.0,22:00,6:00,private transport,black
15034,1,No,Sports,Visual,5VAHAN,Female,Yes,58.0,16.0,11.0,15.0,14.0,96.0,22:30,6:30,private transport,yellow
15035,2,Yes,Arts,Auditory,DA6ZDH,Male,No,52.0,13.0,3.0,15.0,19.0,94.0,23:30,6:30,private transport,yellow
15036,0,No,Arts,Auditory,GPDH8O,Female,Y,77.0,22.0,0.0,16.0,10.0,100.0,23:00,7:00,walk,white
15037,1,No,Clubs,Visual,7ARU24,Male,Yes,59.0,12.0,16.0,16.0,12.0,100.0,23:00,7:00,walk,blue
15038,1,Yes,Sports,Auditory,F6VVQJ,Female,No,48.0,5.0,20.0,15.0,5.0,93.0,23:00,7:00,walk,red
15039,0,No,None,Visual,A5GFYO,Female,No,89.0,11.0,7.0,15.0,9.0,91.0,21:30,5:30,public transport,green
15040,1,Yes,Arts,Auditory,F3VEM1,Male,No,,20.0,1.0,16.0,16.0,95.0,23:00,7:00,walk,blue
15041,0,No,NONE,Auditory,7CCEUL,Female,Yes,98.0,21.0,0.0,15.0,7.0,99.0,22:30,6:30,private transport,black
15042,2,No,Sports,Auditory,MM1YFW,Female,Yes,42.0,10.0,14.0,15.0,1.0,43.0,2:00,6:00,private transport,yellow
15043,1,No,Sports,Auditory,4STZTB,Female,No,59.0,27.0,0.0,15.0,16.0,99.0,23:00,7:00,walk,yellow
15044,1,No,Arts,Visual,7L2TVJ,Male,No,51.0,20.0,10.0,6.0,9.0,97.0,22:00,6:00,private transport,red
15045,0,No,Arts,Auditory,GAVB2L,Male,No,79.0,11.0,10.0,16.0,6.0,99.0,22:00,6:00,private transport,white
15046,1,Yes,Arts,Auditory,K8GZ8Z,Female,Yes,82.0,3.0,18.0,15.0,10.0,93.0,22:30,6:30,private transport,white
15047,1,No,Sports,Visual,ZLT5HW,Female,Yes,69.0,13.0,9.0,15.0,13.0,90.0,21:30,5:30,public transport,black
15048,0,No,None,Visual,N76GG3,Male,No,95.0,18.0,5.0,16.0,9.0,97.0,23:00,7:00,walk,green
15049,1,No,Sports,Auditory,9EFFRT,Male,No,45.0,25.0,0.0,15.0,0.0,98.0,22:30,6:30,private transport,green
15050,0,No,SPORTS,Auditory,05KI37,Female,No,63.0,8.0,19.0,16.0,10.0,96.0,21:30,5:30,public transport,green
15051,0,No,Arts,Visual,HOP5O6,Female,Yes,60.0,4.0,16.0,16.0,8.0,94.0,23:00,7:00,walk,black
15052,0,No,Arts,Auditory,PNOIFT,Male,Yes,75.0,12.0,9.0,15.0,8.0,99.0,23:00,7:00,walk,yellow
15053,2,Yes,Clubs,Visual,58EPYX,Male,No,69.0,14.0,1.0,16.0,11.0,97.0,21:00,5:00,public transport,white
15054,2,No,Arts,Auditory,7A5LTS,Female,Yes,72.0,9.0,10.0,16.0,17.0,95.0,21:00,5:00,public transport,black
15055,1,No,Clubs,Auditory,CDCHI6,Female,Yes,,4.0,20.0,15.0,15.0,91.0,22:00,6:00,private transport,red
15056,0,Yes,Sports,Auditory,CF541X,Male,Yes,85.0,21.0,0.0,15.0,7.0,93.0,21:30,5:30,public transport,red
15057,0,Yes,None,Auditory,QG8WVF,Female,Yes,84.0,1.0,20.0,15.0,8.0,95.0,23:00,7:00,walk,green
15058,1,Yes,Sports,Auditory,LC3Z9L,Male,Yes,73.0,18.0,1.0,16.0,12.0,96.0,21:30,5:30,public transport,black
15059,1,No,Clubs,Auditory,8BBSDN,Male,Yes,54.0,19.0,6.0,15.0,15.0,99.0,22:00,6:00,private transport,white
15060,0,No,None,Auditory,RYPD0I,Female,No,64.0,11.0,16.0,15.0,14.0,90.0,23:00,7:00,walk,green
15061,1,No,Arts,Auditory,SFRY8P,Male,No,,26.0,4.0,16.0,6.0,99.0,23:00,7:00,walk,green
15062,0,Yes,None,Visual,NH76QC,Female,Y,87.0,0.0,16.0,15.0,10.0,95.0,22:00,6:00,private transport,red
15063,0,No,NONE,Auditory,392867,Male,Yes,67.0,10.0,11.0,15.0,17.0,92.0,23:00,7:00,walk,green
15064,0,No,Clubs,Visual,KR93I1,Male,No,79.0,11.0,16.0,15.0,8.0,96.0,21:30,5:30,public transport,green
15065,1,No,Clubs,Auditory,GQ1LFS,Female,Yes,69.0,10.0,12.0,16.0,11.0,96.0,23:00,7:00,walk,black
15066,0,Yes,Arts,Visual,OJKL6W,Male,Yes,89.0,15.0,1.0,16.0,7.0,96.0,21:00,5:00,public transport,red
15067,2,Yes,Sports,Visual,LCLRMP,Female,Yes,80.0,8.0,6.0,16.0,9.0,94.0,21:00,5:00,public transport,red
15068,2,No,CLUBS,Auditory,QUD190,Male,Y,71.0,14.0,5.0,15.0,5.0,98.0,21:00,5:00,public transport,white
15069,2,No,Sports,Visual,Z6H5Q4,Male,Yes,77.0,18.0,1.0,16.0,9.0,96.0,21:30,5:30,public transport,red
15070,1,No,Sports,Visual,E3KAOU,Male,Yes,64.0,13.0,15.0,15.0,12.0,97.0,23:00,7:00,walk,red
15071,1,No,Sports,Visual,LUM393,Male,Y,49.0,12.0,13.0,15.0,3.0,96.0,22:30,6:30,private transport,yellow
15072,1,No,Clubs,Auditory,8Q3QDF,Female,Yes,63.0,9.0,13.0,16.0,9.0,92.0,22:30,6:30,private transport,red
15073,1,No,Clubs,Auditory,422D7E,Female,Yes,65.0,0.0,28.0,16.0,14.0,98.0,22:00,6:00,private transport,black
15074,0,No,Sports,Auditory,L98D42,Female,Yes,74.0,4.0,16.0,15.0,19.0,97.0,21:30,5:30,public transport,black
15075,0,Yes,Arts,Auditory,HOHIKO,Female,No,76.0,7.0,14.0,16.0,6.0,90.0,22:30,6:30,private transport,red
15076,1,Yes,Clubs,Auditory,F0GXH6,Male,No,76.0,16.0,5.0,16.0,16.0,90.0,22:00,6:00,private transport,red
15077,1,No,Clubs,Auditory,5SQ3GJ,Male,No,48.0,10.0,20.0,15.0,3.0,98.0,22:00,6:00,private transport,blue
15078,2,Yes,None,Visual,XK16RC,Female,Yes,74.0,5.0,9.0,15.0,18.0,92.0,0:00,7:00,walk,red
15079,0,No,Arts,Visual,CQLF3F,Male,Yes,75.0,16.0,12.0,16.0,5.0,90.0,22:00,6:00,private transport,green
15080,0,No,Clubs,Visual,J6DLSH,Female,No,93.0,11.0,14.0,16.0,9.0,90.0,23:00,7:00,walk,green
15081,1,No,Arts,Visual,SOPSQJ,Male,Yes,45.0,15.0,15.0,16.0,8.0,92.0,22:30,5:30,public transport,black
15082,1,Yes,Arts,Visual,UA2M7K,Male,No,48.0,19.0,11.0,16.0,14.0,98.0,21:30,5:30,public transport,black
15083,0,No,Arts,Auditory,4CCXNB,Female,Yes,58.0,25.0,2.0,15.0,7.0,91.0,21:30,5:30,public transport,white
15084,2,No,None,Visual,OP3ION,Female,Yes,64.0,17.0,3.0,16.0,12.0,97.0,22:00,6:00,private transport,red
15085,0,No,None,Visual,LWUI1W,Male,Yes,80.0,14.0,10.0,5.0,5.0,92.0,21:00,5:00,public transport,red
15086,0,No,None,Visual,2K0FND,Male,No,79.0,15.0,12.0,16.0,5.0,,21:00,5:00,public transport,green
15087,0,Yes,Clubs,Auditory,H8UUPB,Female,No,75.0,6.0,13.0,16.0,18.0,99.0,22:00,6:00,private transport,yellow
15088,1,No,Sports,Visual,5CBSX4,Male,Yes,81.0,24.0,1.0,16.0,9.0,98.0,21:30,5:30,public transport,blue
15089,2,No,Clubs,Auditory,3FT0MZ,Male,Yes,68.0,13.0,6.0,15.0,15.0,92.0,21:30,5:30,public transport,black
15090,1,No,Clubs,Auditory,OM1VZ5,Male,No,51.0,12.0,13.0,15.0,8.0,,21:30,5:30,public transport,white
15091,0,No,Arts,Auditory,BHTIZV,Female,Yes,71.0,4.0,17.0,16.0,12.0,91.0,22:00,6:00,private transport,blue
15092,1,No,Sports,Auditory,146PY2,Male,Yes,74.0,19.0,9.0,16.0,5.0,96.0,22:30,6:30,private transport,blue
15093,0,No,Sports,Auditory,66CZTA,Male,Yes,,11.0,10.0,15.0,7.0,99.0,22:00,6:00,private transport,blue
15094,1,No,Clubs,Auditory,KLPT3M,Male,Yes,68.0,21.0,1.0,15.0,20.0,93.0,22:30,6:30,private transport,yellow
15095,0,No,Arts,Visual,Z4OMC3,Female,No,64.0,21.0,6.0,15.0,13.0,93.0,23:00,7:00,walk,green
15096,1,No,Arts,Auditory,MWCNKU,Female,No,,23.0,1.0,5.0,0.0,98.0,22:30,6:30,private transport,yellow
15097,0,No,None,Auditory,ES3ZP2,Female,No,86.0,0.0,22.0,16.0,7.0,92.0,23:00,7:00,walk,green
15098,0,Yes,Sports,Auditory,FD6NCM,Male,Yes,80.0,16.0,4.0,15.0,6.0,99.0,22:00,6:00,private transport,red
15099,0,No,Arts,Visual,8XQLIK,Male,Yes,61.0,16.0,4.0,15.0,8.0,99.0,22:30,6:30,private transport,white
15100,2,Yes,Sports,Visual,RPUFPJ,Female,No,73.0,1.0,19.0,15.0,10.0,93.0,21:30,5:30,public transport,white
15101,1,No,None,Auditory,63QFCT,Female,Yes,52.0,14.0,16.0,15.0,8.0,91.0,22:30,6:30,private transport,blue
15102,2,No,Sports,Auditory,N1HAZ7,Female,No,58.0,12.0,8.0,16.0,13.0,95.0,22:30,6:30,private transport,green
15103,2,No,Sports,Auditory,NVITAZ,Male,Yes,55.0,17.0,5.0,15.0,10.0,96.0,21:30,5:30,public transport,black
15104,1,Yes,Clubs,Visual,PL9HTC,Male,Yes,88.0,15.0,2.0,15.0,7.0,90.0,21:00,5:00,public transport,white
15105,0,No,Clubs,Auditory,SRKZNZ,Female,Yes,69.0,18.0,4.0,15.0,13.0,97.0,23:00,7:00,walk,white
15106,1,Yes,Sports,Visual,QH02GH,Female,Yes,67.0,21.0,6.0,15.0,11.0,95.0,22:30,6:30,private transport,blue
15107,1,Yes,Clubs,Auditory,DWUUC4,Female,No,65.0,14.0,7.0,15.0,14.0,92.0,21:00,5:00,public transport,green
15108,1,No,Sports,Auditory,9IKSXI,Female,No,55.0,28.0,3.0,16.0,6.0,95.0,22:30,6:30,private transport,white
15109,1,No,Arts,Visual,H265SF,Female,Yes,52.0,3.0,27.0,15.0,7.0,99.0,22:00,6:00,private transport,green
15110,1,Yes,Clubs,Visual,O2I1PI,Female,Yes,49.0,29.0,1.0,15.0,12.0,70.0,23:30,5:30,public transport,green
15111,2,No,Arts,Visual,PKX4JW,Male,Yes,80.0,15.0,2.0,16.0,9.0,93.0,21:00,5:00,public transport,green
15112,1,No,Clubs,Visual,BTO9X8,Female,No,48.0,23.0,7.0,15.0,5.0,75.0,22:00,5:00,public transport,black
15113,0,No,None,Visual,ZZNA57,Male,No,72.0,23.0,5.0,16.0,13.0,95.0,21:30,5:30,public transport,red
15114,2,No,CLUBS,Auditory,D63JS0,Male,Yes,68.0,13.0,8.0,15.0,7.0,91.0,23:00,7:00,walk,blue
15115,0,Yes,Sports,Auditory,055APF,Female,No,73.0,9.0,11.0,16.0,19.0,92.0,21:00,5:00,public transport,white
15116,1,Yes,Sports,Visual,LGZFCB,Male,Yes,76.0,16.0,5.0,16.0,8.0,93.0,21:00,5:00,public transport,blue
15117,1,No,Arts,Auditory,AMMUGQ,Female,No,68.0,12.0,16.0,15.0,10.0,91.0,22:30,6:30,private transport,red
15118,0,No,None,Visual,1HPJJ1,Male,Yes,84.0,23.0,4.0,15.0,7.0,100.0,23:00,7:00,walk,green
15119,2,No,Sports,Auditory,O2Q8XT,Male,Yes,60.0,10.0,12.0,15.0,9.0,91.0,22:30,6:30,private transport,yellow
15120,0,No,Sports,Auditory,7VIQ8F,Male,Yes,84.0,16.0,6.0,15.0,10.0,93.0,23:00,7:00,walk,blue
15121,2,No,Sports,Visual,BX1LTQ,Male,Yes,68.0,13.0,10.0,16.0,10.0,,22:00,6:00,private transport,blue
15122,1,Yes,Clubs,Auditory,ZSVOOV,Male,Yes,78.0,13.0,4.0,16.0,8.0,93.0,0:00,7:00,walk,yellow
15123,1,Yes,Arts,Auditory,IXCUDA,Female,No,46.0,29.0,0.0,15.0,3.0,96.0,22:30,6:30,private transport,yellow
15124,0,Yes,Sports,Auditory,DAREJJ,Female,Yes,79.0,19.0,1.0,15.0,6.0,98.0,21:30,5:30,public transport,yellow
15125,2,Yes,Clubs,Visual,A70KZY,Female,Yes,74.0,5.0,9.0,15.0,6.0,95.0,21:00,5:00,public transport,black
15126,1,Yes,CLUBS,Auditory,YY4IHM,Male,No,44.0,16.0,8.0,6.0,4.0,94.0,22:00,6:00,private transport,red
15127,1,No,Sports,Auditory,ZGVJX8,Female,Yes,62.0,3.0,25.0,16.0,8.0,,22:00,6:00,private transport,black
15128,2,Yes,Arts,Visual,1L5WEY,Male,Yes,,12.0,2.0,16.0,17.0,97.0,23:00,7:00,walk,red
15129,2,No,Sports,Auditory,6R281U,Female,Yes,50.0,18.0,0.0,15.0,8.0,95.0,23:00,7:00,walk,white
15130,2,No,Clubs,Auditory,CLQENO,Female,No,57.0,21.0,1.0,16.0,20.0,92.0,22:30,6:30,private transport,red
15131,2,No,Sports,Visual,Y7QT11,Male,Yes,52.0,10.0,12.0,15.0,16.0,98.0,21:30,5:30,public transport,green
15132,1,Yes,None,Visual,XKIR0R,Female,No,93.0,2.0,19.0,15.0,8.0,99.0,21:00,5:00,public transport,black
15133,0,Yes,Sports,Auditory,6UGYD4,Female,Yes,80.0,10.0,5.0,15.0,10.0,92.0,22:00,6:00,private transport,yellow
15134,1,Yes,Arts,Auditory,OY58ZJ,Female,No,55.0,5.0,20.0,15.0,9.0,100.0,21:30,5:30,public transport,yellow
15135,2,No,None,Auditory,7LEY3J,Male,Yes,66.0,19.0,0.0,15.0,20.0,94.0,21:30,5:30,public transport,green
15136,0,No,Arts,Visual,3204DA,Male,No,79.0,11.0,17.0,15.0,6.0,96.0,23:00,7:00,walk,white
15137,0,No,Arts,Auditory,WBGBF4,Male,No,54.0,19.0,8.0,16.0,14.0,95.0,22:00,6:00,private transport,white
15138,2,No,Clubs,Visual,1MRG5W,Female,Yes,62.0,4.0,18.0,15.0,12.0,99.0,23:00,7:00,walk,blue
15139,1,Yes,None,Visual,U538A3,Male,Yes,88.0,16.0,5.0,16.0,7.0,92.0,22:30,6:30,private transport,green
15140,1,No,None,Visual,M00I5D,Male,Yes,81.0,15.0,10.0,16.0,8.0,95.0,21:30,5:30,public transport,yellow
15141,2,No,Clubs,Auditory,U335IU,Female,Yes,55.0,4.0,16.0,15.0,13.0,99.0,21:00,5:00,public transport,yellow
15142,1,No,Clubs,Auditory,WT2E07,Female,No,59.0,2.0,29.0,15.0,12.0,95.0,22:30,6:30,private transport,green
15143,0,No,Sports,Auditory,TT95IR,Female,Yes,70.0,10.0,17.0,15.0,16.0,95.0,21:30,5:30,public transport,white
15144,2,No,Clubs,Visual,HOQYA0,Male,Yes,71.0,19.0,2.0,15.0,5.0,97.0,22:00,6:00,private transport,green
15145,1,Yes,Arts,Auditory,P8240Q,Female,Y,75.0,16.0,1.0,15.0,5.0,90.0,23:00,7:00,walk,yellow
15146,0,No,CLUBS,Auditory,BDWCI4,Female,No,77.0,5.0,17.0,15.0,7.0,95.0,23:00,7:00,walk,yellow
15147,1,Yes,ARTS,Visual,13SCGN,Male,Yes,87.0,14.0,7.0,5.0,8.0,93.0,22:00,6:00,private transport,yellow
15148,1,Yes,Sports,Auditory,3S7KKM,Female,No,,8.0,20.0,16.0,11.0,43.0,1:00,5:00,public transport,yellow
15149,0,No,None,Auditory,0LRGZV,Male,No,,15.0,6.0,15.0,10.0,98.0,22:00,6:00,private transport,black
15150,2,Yes,None,Visual,807BFK,Male,Y,68.0,10.0,4.0,16.0,15.0,91.0,22:30,6:30,private transport,blue
15151,1,Yes,Sports,Auditory,A3WIF4,Male,No,76.0,17.0,4.0,16.0,3.0,93.0,23:00,7:00,walk,red
15152,0,No,None,Visual,OWOL5F,Male,No,90.0,10.0,8.0,16.0,7.0,,22:00,6:00,private transport,black
15153,2,No,Arts,Auditory,A1934D,Female,No,62.0,12.0,8.0,15.0,8.0,99.0,22:00,6:00,private transport,blue
15154,1,No,Sports,Visual,7SA7RL,Male,No,62.0,19.0,12.0,15.0,14.0,96.0,21:00,5:00,public transport,green
15155,0,Yes,Sports,Auditory,H3886C,Female,No,62.0,14.0,2.0,16.0,17.0,94.0,22:30,6:30,private transport,white
15156,0,No,Clubs,Visual,W2SWIM,Female,No,74.0,24.0,3.0,15.0,13.0,98.0,23:00,7:00,walk,yellow
15157,0,No,Arts,Visual,RLQR0L,Male,Yes,75.0,21.0,7.0,16.0,15.0,97.0,21:00,5:00,public transport,red
15158,0,No,None,Visual,3CC7EJ,Female,No,64.0,4.0,23.0,15.0,16.0,99.0,21:30,5:30,public transport,red
15159,1,No,Clubs,Auditory,52MNZ2,Female,No,54.0,13.0,12.0,15.0,17.0,99.0,21:30,5:30,public transport,red
15160,2,Yes,None,Visual,FTYIZA,Female,No,85.0,18.0,0.0,15.0,9.0,94.0,21:00,5:00,public transport,yellow
15161,2,No,Clubs,Auditory,L13LO9,Male,Yes,74.0,17.0,4.0,16.0,7.0,97.0,22:00,6:00,private transport,blue
15162,1,No,Clubs,Auditory,6ML7DN,Female,Yes,52.0,1.0,23.0,16.0,7.0,99.0,22:00,6:00,private transport,red
15163,2,No,None,Auditory,HACM1S,Male,No,41.0,12.0,11.0,16.0,7.0,57.0,0:30,6:30,private transport,blue
15164,0,No,Clubs,Auditory,S4NFCB,Male,Yes,69.0,19.0,3.0,15.0,15.0,98.0,23:00,7:00,walk,green
15165,1,No,ARTS,Visual,SXRW9M,Male,N,68.0,24.0,0.0,16.0,13.0,93.0,21:30,5:30,public transport,blue
15166,0,No,None,Auditory,6IFGJ9,Female,No,94.0,0.0,21.0,15.0,6.0,93.0,22:00,6:00,private transport,black
15167,0,No,None,Auditory,4D1X2O,Male,No,65.0,25.0,2.0,16.0,16.0,93.0,21:30,5:30,public transport,yellow
15168,1,No,Clubs,Auditory,HKYM2V,Female,Yes,61.0,19.0,3.0,15.0,18.0,97.0,23:00,7:00,walk,green
15169,1,No,Clubs,Auditory,9B1DZK,Male,Yes,70.0,27.0,1.0,16.0,17.0,97.0,23:00,7:00,walk,black
15170,1,No,None,Auditory,FVII53,Male,Yes,64.0,21.0,7.0,16.0,17.0,99.0,22:30,6:30,private transport,green
15171,1,Yes,Sports,Visual,2XQNFD,Male,Yes,43.0,23.0,7.0,15.0,10.0,94.0,21:30,5:30,public transport,blue
15172,1,Yes,Arts,Auditory,SC2BBY,Female,Yes,66.0,12.0,9.0,15.0,12.0,95.0,21:30,5:30,public transport,blue
15173,1,No,None,Auditory,0HK3LC,Female,No,63.0,8.0,19.0,15.0,9.0,94.0,22:30,6:30,private transport,red
15174,0,No,Sports,Auditory,9J6XPL,Female,No,68.0,0.0,27.0,16.0,8.0,99.0,22:30,6:30,private transport,white
15175,0,Yes,Sports,Auditory,39HY9E,Male,Yes,75.0,18.0,1.0,15.0,5.0,95.0,21:00,5:00,public transport,black
15176,0,Yes,None,Visual,W0C0UE,Female,Yes,83.0,17.0,3.0,15.0,9.0,96.0,21:30,5:30,public transport,white
15177,1,No,Arts,Auditory,6NST8U,Male,No,46.0,21.0,9.0,16.0,4.0,96.0,21:00,5:00,public transport,green
15178,0,No,Sports,Visual,A86JN0,Male,No,60.0,17.0,3.0,6.0,7.0,98.0,22:30,6:30,private transport,yellow
15179,1,No,None,Visual,B1W742,Male,Yes,71.0,20.0,4.0,16.0,17.0,99.0,22:00,6:00,private transport,yellow
15180,1,Yes,Arts,Auditory,O8K1EZ,Male,No,48.0,18.0,7.0,15.0,15.0,100.0,22:30,6:30,private transport,green
15181,0,No,Clubs,Visual,T050ZO,Female,No,73.0,6.0,22.0,15.0,12.0,97.0,21:30,5:30,public transport,yellow
15182,2,No,Sports,Auditory,RVD13J,Male,Yes,55.0,16.0,2.0,15.0,15.0,93.0,22:30,6:30,private transport,yellow
15183,0,No,None,Visual,VTSSE0,Male,Yes,91.0,13.0,5.0,15.0,10.0,,22:00,6:00,private transport,green
15184,1,No,Sports,Auditory,9RKT4S,Male,No,54.0,12.0,19.0,15.0,7.0,95.0,22:30,6:30,private transport,green
15185,0,No,None,Visual,J4LVXO,Female,No,87.0,14.0,9.0,16.0,8.0,96.0,21:00,5:00,public transport,blue
15186,2,No,CLUBS,Auditory,W5UTPV,Male,Yes,68.0,12.0,11.0,15.0,14.0,94.0,22:30,6:30,private transport,red
15187,0,Yes,Clubs,Visual,6I9UN5,Female,No,78.0,19.0,1.0,16.0,8.0,95.0,22:00,6:00,private transport,black
15188,1,Yes,Sports,Visual,IMTPUC,Male,Yes,57.0,24.0,3.0,16.0,15.0,90.0,21:30,5:30,public transport,green
15189,0,No,None,Auditory,2ENGBO,Male,Yes,91.0,19.0,2.0,15.0,7.0,100.0,23:00,7:00,walk,white
15190,2,No,Arts,Auditory,AE6RAD,Male,Yes,71.0,11.0,8.0,15.0,15.0,99.0,22:30,6:30,private transport,white
15191,2,Yes,Clubs,Visual,ZIJD6N,Male,Yes,45.0,16.0,7.0,16.0,1.0,94.0,23:00,7:00,walk,red
15192,0,No,Sports,Auditory,G365BJ,Male,No,63.0,11.0,10.0,15.0,18.0,91.0,21:30,5:30,public transport,yellow
15193,1,No,Clubs,Auditory,UCE2SB,Female,Yes,61.0,24.0,4.0,16.0,10.0,97.0,22:00,6:00,private transport,green
15194,1,Yes,Arts,Auditory,XDTN0F,Female,Yes,71.0,19.0,0.0,15.0,20.0,90.0,22:00,6:00,private transport,green
15195,1,Yes,Clubs,Visual,QXB2U5,Male,No,100.0,10.0,7.0,16.0,9.0,91.0,21:00,5:00,public transport,white
15196,1,Yes,Arts,Auditory,S9ZL6E,Male,Yes,75.0,12.0,5.0,16.0,7.0,98.0,22:30,6:30,private transport,blue
15197,2,Yes,Sports,Visual,MRXVR7,Male,No,67.0,15.0,0.0,6.0,14.0,92.0,23:30,6:30,private transport,green
15198,1,No,Sports,Auditory,CPW2BY,Male,Yes,64.0,23.0,5.0,15.0,9.0,92.0,22:30,6:30,private transport,green
15199,1,No,Arts,Visual,XA83YZ,Male,Yes,51.0,24.0,6.0,16.0,8.0,,22:30,6:30,private transport,red
15200,2,No,None,Visual,2GTUWC,Female,Yes,76.0,15.0,4.0,15.0,12.0,94.0,23:00,7:00,walk,yellow
15201,0,No,None,Auditory,XRP8W6,Male,Yes,70.0,21.0,1.0,15.0,19.0,95.0,23:00,7:00,walk,black
15202,0,Yes,None,Visual,2XR2G3,Female,Yes,83.0,3.0,13.0,16.0,6.0,95.0,22:00,6:00,private transport,green
15203,0,Yes,None,Visual,6GRZLS,Female,No,,9.0,11.0,15.0,8.0,97.0,22:00,6:00,private transport,red
15204,2,No,Clubs,Visual,3NEWQI,Male,Yes,80.0,16.0,3.0,16.0,7.0,92.0,22:30,6:30,private transport,red
15205,1,No,None,Auditory,GVM6IS,Female,Yes,65.0,26.0,2.0,16.0,8.0,92.0,21:00,5:00,public transport,blue
15206,1,No,Arts,Auditory,22O4EK,Male,No,44.0,23.0,1.0,15.0,1.0,57.0,0:30,5:30,public transport,white
15207,1,Yes,Arts,Auditory,IC1KS7,Male,Yes,72.0,13.0,6.0,16.0,9.0,93.0,22:00,6:00,private transport,blue
15208,1,No,Sports,Auditory,GX0LZZ,Female,Yes,63.0,7.0,21.0,16.0,13.0,99.0,21:30,5:30,public transport,yellow
15209,1,No,Clubs,Visual,O5GACW,Female,Yes,66.0,1.0,23.0,16.0,15.0,97.0,21:00,5:00,public transport,red
15210,1,No,Sports,Visual,73TTR4,Female,No,49.0,17.0,13.0,16.0,14.0,97.0,22:30,6:30,private transport,red
15211,1,Yes,Sports,Auditory,L2F3IZ,Male,Yes,66.0,11.0,10.0,16.0,17.0,92.0,22:30,6:30,private transport,green
15212,1,No,None,Auditory,J37ISX,Male,No,41.0,18.0,10.0,16.0,13.0,53.0,0:30,5:30,public transport,blue
15213,1,No,Arts,Auditory,3Q79HI,Female,No,44.0,21.0,3.0,15.0,9.0,47.0,1:00,5:00,public transport,black
15214,1,No,Sports,Auditory,PNH71R,Female,No,45.0,5.0,23.0,16.0,10.0,99.0,21:30,5:30,public transport,black
15215,2,No,Clubs,Auditory,8QAN1W,Male,No,37.0,18.0,5.0,16.0,14.0,55.0,1:00,6:00,private transport,blue
15216,1,Yes,Arts,Auditory,9VZA52,Female,Yes,46.0,15.0,9.0,15.0,7.0,89.0,22:30,6:30,private transport,yellow
15217,1,No,Sports,Auditory,YNDL0Q,Female,No,55.0,8.0,23.0,15.0,8.0,93.0,22:30,6:30,private transport,blue
15218,1,No,Sports,Auditory,WWO54A,Female,Yes,69.0,26.0,2.0,15.0,7.0,100.0,21:30,5:30,public transport,yellow
15219,1,No,Clubs,Auditory,GPFNU2,Female,No,54.0,8.0,21.0,16.0,19.0,96.0,22:00,6:00,private transport,red
15220,1,No,Clubs,Auditory,4ALMRK,Female,Yes,64.0,10.0,12.0,16.0,8.0,93.0,23:00,7:00,walk,black
15221,2,No,None,Visual,20GCZ3,Male,Yes,73.0,17.0,2.0,15.0,9.0,96.0,23:00,7:00,walk,blue
15222,2,No,Clubs,Auditory,4Q3GE9,Male,Yes,74.0,20.0,1.0,16.0,9.0,96.0,22:30,6:30,private transport,blue
